type,text
ham,Sorry! Your Ola Share booking OSN517641499 has been cancelled as driver was unable to serve you this time. Please try booking again.
ham,P Lingaiah (9010756574) is on the way in a White Dzire Tour TS09AXTR7932. Pay Rs. 104 for this ride. Share OTP 2758 on boarding a cab.
ham,mohd tanveer (9951922292) is on the way in a White Swift Dzire TS10UA2343. Pay Rs. 102 for this ride. Share OTP 9209 on boarding a cab.
ham,Satish Kumar (8466846658) is on the way in a Blue Xcent TS22T0072. Pay Rs. 51 for this ride. Share OTP 9685 on boarding a cab.
ham,Parashuramulu S (9553720598) is on the way in a Silver Indica TS07UE0702. Pay Rs. 56 for this ride. Share OTP 9867 on boarding a cab.
ham,Your unique verification code for Olacabs is 5725. Thank you.
spam,"Get around town at Rs.29 for 4 km with Ola Auto, your most pocket-friendly ride for short distances! No code required. #AutoAnteOlaAuto! Book now. bit.ly/C_SMS"
spam,"Get around town at Rs.29 for 4 km with Ola Auto, your most pocket-friendly ride for short distances! No code required. #AutoAnteOlaAuto! Book now bit.ly/C_SMS"
ham,"Build your profile, Arun! Sellers are more likely to trust a facebook verified buyer. Link your facebook: https://www.olx.in/myaccount/"
ham,Use 3808 as your OTP (One Time Password) to register.
spam,ONN Bikes is here to help you drive away your weekend blues. Rent our Yamaha FZ and arrive at your office in style! Book now! http://onelink.to/hpqztr
ham,Thank you for registering with ONN Bikes. Your secure OTP is 761061. Please don't share your OTP with anyone. Happy Biking.
ham,9147 is your verification code for OYO Rooms.
spam,"Dear Guest , Get the best rates and best rooms anywhere! Plus, complimentary breakfast, Wi-Fi, AC & Clean Rooms. Book an OYO now! Call 8882001907 for instant booking"
ham,We have initiated a refund of amount INR 80.0 against Booking ID: CZLQ6025
ham,"Hi Arun Vutnoori, Your booking at OYO Rooms 159 Block A Gandhi Maidan has been cancelled, as per your request. BookingID: CZLQ6025. Cancellation charges: Rs 0, Refund amount: Rs 80.0. This amount will be refunded within a maximum of 7 working days. In case you do not receive the amount, call +919313931393 or email us at bookings@oyorooms.com. You can check our cancellation policy at https://www.oyorooms.com/guest-policy. Look forward to host you soon!"
ham,"Dear Arun Vutnoori,
Thanks for booking with us!
Reach your OYO: Head to sp verma road chauraha,you will spot capitol tower in sp verma road chauraha,your oyo lies on first floor of block A in the capitol tower.
Map link: http://bit.ly/2tW0i2L
Hotel Reception Contact: +914038416822"
ham,"Dear Arun Vutnoori, your OYO Captain is looking forward to host you for confirmed Booking CZLQ6025 at OYO Rooms 159 Block A Gandhi Maidan
Check-in: 23rd Aug, 12 pm onwards
Check-out: 24th Aug till 11 am
No. of rooms: 1
No. of guests: 1
Hotel name: Hotel Maple
Address : Capitol Tower, Block A, SP Verma Golamber, Frazer Road, Patna
Map link : http://bit.ly/2tW0i2L Hotel reception: +914038416822 *T&C- Please carry a valid govt. issued address ID proof (PAN cards not valid) with address not in the same city as the hotel."
ham,"Recharge for Reliance Mobile (9392704060) via PhonePe (Transaction Id: NX171023145805038) has failed. If Rs.50 is deducted, it will be refunded within 7 - 9 working days."
ham,You've received Rs.94 cashback from PhonePe into your wallet for cashback. Current wallet balance is Rs.142
ham,You have added Rs.700 to your PhonePe Wallet using bank a/c XXXXXX1710.
ham,Recharge of Rs.399 for Jio Mobile (8919750261) via PhonePe has been successful.
ham,You have added Rs.400 to your PhonePe wallet using Visa debit card 4591XXXXXXXX3295.
ham,Hi! Looks like you entered the wrong UPI PIN. Reset your UPI PIN here - https://phon.pe/bank_accounts. Click here to learn more - https://phon.pe/upi_pin
ham,Hi! Looks like you entered the wrong UPI PIN. Reset your UPI PIN here - https://phon.pe/bank_accounts. Click here to learn more - https://phon.pe/upi_pin
ham,Withdrawal of Rs.350 from your PhonePe wallet to your State Bank Of India account has been successful. Bank Reference No:717911244327
ham,Your wallet withdrawal request of Rs.350 has been initiated. It may take upto 24 hours for this request to get processed. You will be notified via SMS once the transfer is completed.
ham,Rs. 350 has been reversed back to your PhonePe wallet by ABHIBUS. Updated wallet balance is Rs.450
ham,You've paid Rs.460 to ABHIBUS via PhonePe wallet. Current wallet balance Rs.0
ham,Dear Arun Vutnoori . You have successfully registered your PhonePe account on this device.
spam,"Special Monday! Congratulations you are eligible for Rs 5 Paytm Cash. Answer 10 simple questions and claim your Paytm cash, click on https://goo.gl/pm2UUp"
ham,Practice makes progress. Attempt the 'Accenture - Part Test #2' before 11:59 PM today on Pariksha.Co to prepare for aptitude tests of top IT companies.
ham,"""Practice leads the path toward Success"" Attempt Placement Aptitude Test #10 before midnight to get detailed insights. Log onto www.placement101.com now."
ham,"'If you want to be successful, be consistent.' Placement Aptitude Test#5 is LIVE on www.pariksha.co. Attempt it before midnight to get detailed insights."
ham,10 रु. के सिक्के- 10 और 15 चमकीली लाइनों के साथ है- दोनों ही वैध हैं।इन्हें बेझिझक लें।और जानकारी हेतु 14440 पे RBI को मिस्ड कॉल दें
ham,10रु के सिक्के दो डिज़ाइन में हैं- रु चिन्ह के साथ और बगैर।दोनों वैध हैं।इन्हें बिना भय के स्वीकारें।और जानने के लिए मिस्ड कॉल नं 14440
ham,सिक्कों की लंबी आयु के कारण विभिन्न डिज़ाइन के सिक्के मौजूद हैं।इन्हें बिना डरें स्वीकारें। अधिक जानने के लिए 14440 पर मिस्ड कॉल दें
ham,अगर आपको RBI/किसी भी सरकारी संस्था से बिन मांगे लॉटरी/फंड का ऑफर आया है तो https://sachet.rbi.org.in/Complaints/Add पर शिकायत करें .
ham,"Dear Customer,
INR 100 has been credited into your redBus Wallet. Your updated wallet account balance is INR 100.00 
-Team redBus"
ham,"Dear Arun,?Get hired quickly! Send your updated resume to myresume@shine.com or upload here http://msg.mn/mssDlo/wqwzj6N.? 

Team Shine"
ham,OTP for Quick Fund Transfer is:84094287. Do not share it with anyone. Bank will NEVER telephone you to verify it.
ham,OTP for Quick Fund Transfer is:77200603. Do not share it with anyone. Bank will NEVER telephone you to verify it.
ham,"Dear Customer, never ever share your Card number, expiry date, CVV, PIN, OTP, password, etc. with anyone. This can be misused. Bank never asks for such details."
ham,147424 is your OTP for txn of INR 45.00 at FREECHARGE on your SBI debit card ending 3295
ham,037065 is your OTP for txn of INR 28.00 at FREECHARGE on your SBI debit card ending 3295
ham,675515 is your OTP for txn of INR 70.00 at FREECHARGE on your SBI debit card ending 3295
ham,Your a/c no. XXXXXXXX1710 is debited for Rs.500.00 on 27-12-17 and a/c XXXXXXX005 credited (IMPS Ref no 736113655469). Download YONO @ www.yonosbi.com.
ham,Your a/c no. XXXXXXXX1710 is credited by Rs.577.00 on 26-10-17 by a/c linked to mobile 1XXXXXX111 (IMPS Ref no 729919315519).
ham,863786 is your One Time Password for online purchase of Rs 4500.00 at PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,544888 is your One Time Password for online purchase of Rs 1200.00 at shoppaytm PayTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,846614 is your One Time Password for online purchase of Rs 800.00 at Netflix thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,548444 is your One Time Password for online purchase thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,105940 is your One Time Password for online purchase of Rs 5.48 at PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,150500 is your One Time Password for online purchase of USD 15.00 at PayPalCheckout thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,417236 is your One Time Password for online purchase of Rs 2000.00 at PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,458380 is your One Time Password for online purchase of Rs 29.00 at recharge_paytm_PayTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,013079 is your One Time Password for online purchase of Rs 1000.00 at PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,754726 is your One Time Password for online purchase of Rs 0.00 at Netflix thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,690465 is your One Time Password for online purchase of Rs 400.00 at FX Mart Pvt. Ltd. thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,091627 is your One Time Password for online purchase of Rs 168.00 at FX MART PVT LTD thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,843177 is your One Time Password for online purchase of Rs 100.00 at PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,012436 is your One Time Password for online purchase of Rs 32999.00 at AMAZON thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,247683 is your One Time Password for online purchase of Rs 195.00 at ONE97 COMMU-PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,247683 is your One Time Password for online purchase of Rs 195.00 at ONE97 COMMU-PAYTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,170891 is your One Time Password for online purchase of Rs 142.00 at PayTm Mobile Solutio thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,639108 is your One Time Password for online purchase of Rs 110.00 at PayTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,788860 is your One Time Password for online purchase of Rs 30.00 at PayTM thru State Bank Debit Card ending 3295. Don't share this with anyone
ham,396368 is your OTP for txn of INR 20.00 at FREECHARGE on your SBI debit card ending 3295
ham,Please maintain Monthly Average Balance of Rs.2000 in your SB A/C. Charges of Rs.25/50/75/- +ST are applicable for shortfall of <=50%/>50-75%/>75% respectively
ham,"Dear SBI UPI User, your account is debited INR 1.0 on Date 2018-02-10 08:35:11 PM by UPI Ref No 804120349759.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 200.0 on Date 2018-02-04 09:11:29 PM by UPI Ref No 803521442951.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 5400.0 on Date 2018-02-01 12:39:12 PM by UPI Ref No 803212302681.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 3000.0 on Date 2018-01-25 03:50:54 PM by UPI Ref No 802515105557.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 150.0 on Date 2018-01-13 02:27:34 PM by UPI Ref No 801314528956.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 500.0 on Date 2017-12-11 08:08:40 PM by UPI Ref No 734520943883.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 200.0 on Date 2017-12-10 08:38:20 PM by UPI Ref No 734420892836.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 1000.0 on Date 2017-12-04 07:29:52 PM by UPI Ref No 733819140422.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 150.0 on Date 2017-12-04 09:52:59 AM by UPI Ref No 733809802226.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 300.0 on Date 2017-12-03 03:09:06 PM by UPI Ref No 733715397902.Download YONO @ www.yonosbi.com"
ham,"Dear SBI UPI User, your account is debited INR 500.0 on Date 2017-11-28 06:10:17 PM by UPI Ref No 733218857473"
ham,"Dear SBI UPI User, your account is debited INR 241.0 on Date 2017-11-20 05:48:32 PM by UPI Ref No 732417046557"
ham,"Dear SBI UPI User, your account is debited INR 210.0 on Date 2017-11-13 02:02:58 PM by UPI Ref No 731714172015"
ham,"Dear SBI UPI User, your account is debited INR 240.0 on Date 2017-11-13 02:00:24 PM by UPI Ref No 731714154986"
ham,"Dear SBI UPI User, your account is debited INR 150.0 on Date 2017-11-13 01:58:20 PM by UPI Ref No 731713129985"
ham,"Dear SBI UPI User, your account is debited INR 53.0 on Date 2017-11-11 09:14:38 AM by UPI Ref No 731509183796"
ham,"Dear SBI UPI User, your account is debited INR 120.0 on Date 2017-11-10 10:40:07 AM by UPI Ref No 731410381765"
ham,"Dear SBI UPI User, your account is debited INR 69.0 on Date 2017-11-10 09:34:03 AM by UPI Ref No 731409129084"
ham,"Dear SBI UPI User, your account is debited INR 50.0 on Date 2017-11-02 09:06:01 AM by UPI Ref No 730609125244"
ham,"Dear SBI UPI User, your account is debited INR 529.0 on Date 2017-10-26 06:49:35 PM by UPI Ref No 729918914418"
ham,"Dear SBI UPI User, your account is debited INR 560.0 on Date 2017-10-26 06:48:31 PM by UPI Ref No 729918912270"
ham,"Dear SBI UPI User, Your a/c no. XXXXXX1710 is credited with INR 506.00 on 2017-10-24 07:07:22 PM for reversal of transaction (UPI Ref no 729719818683)."
ham,"Dear SBI UPI User, Your a/c no. XXXXXX1710 is credited with INR 502.00 on 2017-10-23 12:20:01 PM for reversal of transaction (UPI Ref no 729612187349)."
ham,"Dear SBI UPI User, your account is debited INR 426.0 on Date 2017-10-12 01:13:55 AM by UPI Ref No 728501510045"
ham,"Dear SBI UPI User, your account is debited INR 500.0 on Date 2017-10-10 08:27:53 AM by UPI Ref No 728308132186"
ham,"Dear SBI UPI User, your account is debited INR 2000.0 on Date 2017-10-09 08:59:58 AM by UPI Ref No 728208779073"
ham,"Dear SBI UPI User, your account is debited INR 70.0 on Date 2017-10-09 08:43:05 AM by UPI Ref No 728208717342"
ham,"Your One time password is 779191 for Setting MPIN to your account, It is valid for next 10 mins, Do not disclose OTP to anyone, State Bank of India."
ham,"Dear SBI UPI User, your account is debited INR 78.0 on Date 2017-10-06 09:02:44 AM by UPI Ref No 727909321118"
ham,"Dear SBI UPI User, your account is debited INR 55.0 on Date 2017-10-06 09:00:59 AM by UPI Ref No 727909319889"
ham,"Your One time password is 477296 for Setting MPIN to your account, It is valid for next 10 mins, Do not disclose OTP to anyone, State Bank of India."
ham,360220 is your One Time Password for online purchase of Rs 191.38 at www.bookmyshow.com thru State Bank Debit Card ending false. Don't share this with anyone
ham,220822 is your One Time Password for online purchase of Rs 338.72 at www.bookmyshow.com thru State Bank Debit Card ending XXX...3295. Don't share this with anyone
ham,172229 is your One Time Password for online purchase of Rs 241.00 at www.bookmyshow.com thru State Bank Debit Card ending XXX...3295. Don't share this with anyone
